"Character","Rarity","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration",""
"Cardigan","3","Health Recovery·Type α","1","Immediately recover {{heal_scale}:.0%} of Max HP","26","","",""
"","","","2","Immediately recover {{heal_scale}:.0%} of Max HP","25","","",""
"","","","3","Immediately recover {{heal_scale}:.0%} of Max HP","24","","",""
"","","","4","Immediately recover {{heal_scale}:.0%} of Max HP","23","5","",""
"","","","5","Immediately recover {{heal_scale}:.0%} of Max HP","22","5","",""
"","","","6","Immediately recover {{heal_scale}:.0%} of Max HP","21","5","",""
"","","","7","Immediately recover {{heal_scale}:.0%} of Max HP","20","10","",""
"Beagle","3","Defense Strengthening·Type α","1","Defense +{{def}:.0%}","50","","30",""
"","","","2","Defense +{{def}:.0%}","50","","30",""
"","","","3","Defense +{{def}:.0%}","50","","30",""
"","","","4","Defense +{{def}:.0%}","45","","30",""
"","","","5","Defense +{{def}:.0%}","45","","30",""
"","","","6","Defense +{{def}:.0%}","45","","30",""
"","","","7","Defense +{{def}:.0%}","40","","30",""
"Spot","3","Secondary Healing Mode","1","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","15","15",""
"","","","2","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","15","16",""
"","","","3","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","15","17",""
"","","","4","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","20","20",""
"","","","5","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","20","21",""
"","","","6","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","20","22",""
"","","","7","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","25","25",""
"Matterhorn","4","Body Strengthening","1","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","45","","25",""
"","","","2","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","44","","25",""
"","","","3","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","43","","25",""
"","","","4","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","42","5","27",""
"","","","5","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","41","5","27",""
"","","","6","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","40","5","27",""
"","","","7","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","39","5","27",""
"","","","8","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","38","5","28",""
"","","","9","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","37","5","29",""
"","","","10","Max HP +{{max_hp}:.0%}, recover {{hp_recovery_per_sec}:.0f} HP every second","35","10","30",""
"Matterhorn","4","Cold Resistance","1","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","50","","25",""
"","","","2","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","49","","25",""
"","","","3","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","48","","25",""
"","","","4","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","47","","27",""
"","","","5","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","46","","27",""
"","","","6","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","45","","27",""
"","","","7","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","44","5","27",""
"","","","8","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","40","5","28",""
"","","","9","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","36","5","29",""
"","","","10","Max HP +{{max_hp}:.0%}, Defense +{{def}:.0%}, Magic resistance +{{magic_resistance}:.0%}","32","10","30",""
"Cuora","4","Defense Strengthening·Type β","1","Defense +{{def}:.0%}","45","","35",""
"","","","2","Defense +{{def}:.0%}","45","","35",""
"","","","3","Defense +{{def}:.0%}","45","","35",""
"","","","4","Defense +{{def}:.0%}","40","5","35",""
"","","","5","Defense +{{def}:.0%}","40","5","35",""
"","","","6","Defense +{{def}:.0%}","40","5","35",""
"","","","7","Defense +{{def}:.0%}","38","5","35",""
"","","","8","Defense +{{def}:.0%}","37","5","35",""
"","","","9","Defense +{{def}:.0%}","36","5","35",""
"","","","10","Defense +{{def}:.0%}","35","10","35",""
"Cuora","4","Shell-shaped Defense","1","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","2","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","3","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","4","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","5","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","6","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","7","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","8","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","9","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"","","","10","Stops attacking enemies. Block count +{{block_cnt}:.0f}, Defense +{{def}:.0%}, recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","40","","30",""
"ГУМ (Gum)","4","Reserve Rations","1","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","7","","",""
"","","","2","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","7","","",""
"","","","3","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","7","","",""
"","","","4","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","6","","",""
"","","","5","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","6","","",""
"","","","6","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","6","","",""
"","","","7","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","5","","",""
"","","","8","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","5","","",""
"","","","9","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","5","","",""
"","","","10","The next attack will heal a nearby ally for {{heal_scale}:.0%} of ГУМ's Attack. Can hold {{ct}:.0f} charges","4","","",""
"ГУМ (Gum)","4","Food Preparation","1","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","40","10","30",""
"","","","2","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","39","10","30",""
"","","","3","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","38","10","30",""
"","","","4","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","37","12","30",""
"","","","5","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","36","12","30",""
"","","","6","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","35","12","30",""
"","","","7","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","34","14","30",""
"","","","8","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","33","16","30",""
"","","","9","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","32","18","30",""
"","","","10","Begins cooking and stops attacking enemies for {{disarm}:.0f} seconds, Defense +{{def}:.0%}. After finishing cooking, focuses on healing nearby allies (attack interval +{base_attack_time} seconds), Attack +{{atk}:.0%}","30","20","30",""
"Dur-nar","4","Attack Strengthening·Type β","1","Attack +{{atk}:.0%}","40","","25",""
"","","","2","Attack +{{atk}:.0%}","40","","25",""
"","","","3","Attack +{{atk}:.0%}","40","","25",""
"","","","4","Attack +{{atk}:.0%}","37","","25",""
"","","","5","Attack +{{atk}:.0%}","37","","25",""
"","","","6","Attack +{{atk}:.0%}","37","","25",""
"","","","7","Attack +{{atk}:.0%}","37","5","25",""
"","","","8","Attack +{{atk}:.0%}","37","5","25",""
"","","","9","Attack +{{atk}:.0%}","37","5","25",""
"","","","10","Attack +{{atk}:.0%}","35","10","25",""
"Dur-nar","4","Magic Shield Assault","1","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","37","","30",""
"","","","2","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","36","","30",""
"","","","3","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","35","","30",""
"","","","4","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","34","3","30",""
"","","","5","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","33","3","30",""
"","","","6","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","32","3","30",""
"","","","7","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","31","6","30",""
"","","","8","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","29","8","30",""
"","","","9","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","27","10","30",""
"","","","10","Attack +{{atk}:.0%}, attack multiple enemies equal to Block count","25","12","30",""
"Nearl","5","First Aid","1","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","",""
"","","","2","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","",""
"","","","3","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","6","","",""
"","","","4","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","",""
"","","","5","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","",""
"","","","6","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","",""
"","","","7","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","5","","",""
"","","","8","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","4","","",""
"","","","9","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","4","","",""
"","","","10","The next attack will heal a nearby ally with less than 1/2 HP for {{heal_scale}:.0%} Attack. Can hold {{ct}:.0f} charges","4","","",""
"Nearl","5","First Aid Mode","1","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","60","20","40",""
"","","","2","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","59","20","40",""
"","","","3","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","58","20","40",""
"","","","4","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","55","25","40",""
"","","","5","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","54","25","40",""
"","","","6","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","53","25","40",""
"","","","7","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","52","30","40",""
"","","","8","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","50","30","40",""
"","","","9","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","45","30","40",""
"","","","10","Attack +{{atk}:.0%}, stops attacking enemies and focuses on healing nearby allies (attack interval +{base_attack_time} seconds)","40","30","40",""
"Liskarm","5","Charging Defense","1","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","24","","-1",""
"","","","2","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","24","","-1",""
"","","","3","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","24","","-1",""
"","","","4","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","22","","-1",""
"","","","5","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","22","","-1",""
"","","","6","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","22","","-1",""
"","","","7","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","20","","-1",""
"","","","8","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","20","","-1",""
"","","","9","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","20","","-1",""
"","","","10","Block the next attack and increase Defense by +{{def}:.0%} for {{duration}:.0f} seconds. Automatic activation","18","","-1",""
"Liskarm","5","Counter Shock","1","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","44","","20",""
"","","","2","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","43","","20",""
"","","","3","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","42","","20",""
"","","","4","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","41","","20",""
"","","","5","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","40","","20",""
"","","","6","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","39","","20",""
"","","","7","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","38","","20",""
"","","","8","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","37","","20",""
"","","","9","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","36","","20",""
"","","","10","Increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack deals magical damage to up to {{attack@max_target}:.0f} enemies and has {{attack@buff_prob}:.0%} chance to stun the targets for {{attack@stun}:.0f} second. Liskarm is stunned for {{stun}:.0f} seconds after the skill ends","34","","20",""
"Croissant","5","Automatic Defense","1","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","30","","20",""
"","","","2","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","29","","20",""
"","","","3","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","28","","20",""
"","","","4","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","27","4","23",""
"","","","5","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","26","4","23",""
"","","","6","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","25","4","23",""
"","","","7","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","24","8","26",""
"","","","8","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","23","8","27",""
"","","","9","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","22","8","28",""
"","","","10","Defense +{{def}:.0%}, talent effect increased to {{talent_scale}:.0%}. Automatic activation","20","12","30",""
"Croissant","5","Magnetic Hammer","1","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","22","","",""
"","","","2","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","22","","",""
"","","","3","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","22","","",""
"","","","4","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","21","","",""
"","","","5","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","21","","",""
"","","","6","Push away nearby enemies with medium force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","21","","",""
"","","","7","Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","20","","",""
"","","","8","Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","19","","",""
"","","","9","Push away nearby enemies with large force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","18","","",""
"","","","10","Push away nearby enemies with huge force and stun them for {stun} seconds, dealing {{atk_scale}:.0%} physical damage","17","","",""
"Vulcan","5","Guard Mode","1","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","20","20",""
"","","","2","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","21","21",""
"","","","3","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","22","22",""
"","","","4","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","25","23",""
"","","","5","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","26","24",""
"","","","6","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","27","25",""
"","","","7","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","30","26",""
"","","","8","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","33","27",""
"","","","9","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","37","28",""
"","","","10","Block count +1, Defense +{{def}:.0%}, additionally recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} Max HP every second","50","40","30",""
"Vulcan","5","Offense Mode","1","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","20","20",""
"","","","2","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","21","21",""
"","","","3","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","22","22",""
"","","","4","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","25","23",""
"","","","5","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","26","24",""
"","","","6","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","27","25",""
"","","","7","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","30","26",""
"","","","8","Block count -1, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, every attack recovers {{hp_ratio}:.0%} Max HP, attack multiple enemies equal to Block count","50","33","27",""
